city	country	lat	lon	PM25
KOSCIERZYNA	Poland	54.122246	17.98126	28
CHIERI	Italy	45.008885	7.827555	28
BALIKESIR	Turkey	39.653298	27.890342	28
Eerduosi	China	39.608266	109.781327	28
ADANA	Turkey	36.991419	35.330829	28
LOVECH	Bulgaria	43.136953	24.714191	28
MANTOVA	Italy	45.156417	10.791375	28
Vratza	Bulgaria	43.210181	23.552921	28
REZZATO	Italy	45.50716	10.33249	28
BLAGOEVGRAD	Bulgaria	42.020857	23.094339	28
PADOVA	Italy	45.406435	11.876761	28
KROSNO	Poland	49.682476	21.766053	28
ZYRARDOW	Poland	52.048652	20.445988	27
RADOMSKO	Poland	51.066854	19.444939	27
ZGIERZ	Poland	51.855058	19.40607	27
CONSTANTA	Romania	44.159801	28.634814	27
Chungbuk	Republic of Korea	36.8	127.7	27
Curico	Chile	-34.977985	-71.25288	27
SWIDNICA	Poland	50.849843	16.475679	27
Chiang Rai	Thailand	19.907166	99.830955	27
Shumen	Bulgaria	43.27124	26.936129	27
VICENZA	Italy	45.545479	11.535421	27
CREMONA	Italy	45.133249	10.022651	27
KLUCZBORK	Poland	50.97235	18.21807	27
PIASTOW	Poland	52.184518	20.840043	27
MERATE	Italy	45.698365	9.406547	27
DARFO BOARIO TERME	Italy	45.881588	10.187754	27
TARNOW	Poland	50.012101	20.985841	27
Leòn	Mexico	21.125008	-101.68596	27
Shanwei	China	22.786186	115.375159	27
CODOGNO	Italy	45.161057	9.700946	27
TUNCELI	Turkey	39.10617	39.548259	27
Daguapan City	Philippines	16.0433	120.333312	27
Gangwon	Republic of Korea	37.8228	128.1555	27
Jeonbuk	Republic of Korea	35.7175	127.153	27
BORGARO TORINESE	Italy	45.151771	7.654847	27
STARACHOWICE	Poland	51.036829	21.070977	27
CIESZYN	Poland	49.749764	18.635471	27
Alappuzha	India	9.498067	76.338848	27
PIOLTELLO	Italy	45.501385	9.330473	27
Pathum Thani	Thailand	14.020839	100.525028	27
SCHIVENOGLIA	Italy	44.996285	11.070453	27
LEGNICA	Poland	51.207007	16.155323	27
ELAZIG	Turkey	38.674816	39.222515	27
ALESSANDRIA	Italy	44.907273	8.61168	27
LODZ	Poland	51.759248	19.455983	27
POLANIEC	Poland	50.43302	21.28065	26
Medellin	Colombia	6.253041	-75.564574	26
WARSZAWA	Poland	52.229676	21.012229	26
Warangal	India	17.968901	79.594054	26
Nyíregyháza	Hungary	47.949532	21.724405	26
Sa Kaeo	Thailand	13.824041	102.064582	26
Shuaiba	Kuwait	29.034414	48.096563	26
Ile-Ife	Nigeria	7.490462	4.552127	26
Lienchiang	China	22.721669	113.280479	26
Baalbak	Lebanon	34.004689	36.21104	26
SAN DONA' DI PIAVE	Italy	45.630335	12.566099	26
Kingston	Jamaica	18.017874	-76.809904	26
NISKO	Poland	50.52001	22.13955	26
MAGENTA	Italy	45.465526	8.885021	26
Madurai	India	9.925201	78.119775	26
Veliko Tarnovo	Bulgaria	43.075674	25.617151	26
Irapuato	Mexico	20.678665	-101.354496	26
Zhanjiang	China	21.270746	110.359336	26
Gyeongbuk	Republic of Korea	36.4919	128.8889	26
Incheon	Republic of Korea	37.456256	126.705206	26
TORINO	Italy	45.070312	7.686856	26
Rio Claro, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	26
JASLO	Poland	49.744566	21.472287	26
CREMA	Italy	45.364337	9.682484	26
Pirdop	Bulgaria	42.703373	24.177048	26
Casablanca	Morocco	33.57311	-7.589843	26
Zamboanga City	Philippines	6.921442	122.079027	26
Sekunda	South Africa	-26.515779	29.191392	26
Burgas	Bulgaria	42.504793	27.462636	26
VENEZIA	Italy	45.440847	12.315515	25
Caracas	Venezuela, Bolivarian Republic of	10.480594	-66.903606	25
Galabovo	Bulgaria	42.135784	25.865131	25
ROVIGO	Italy	45.069812	11.790216	25
Kazincbarcika	Hungary	48.248944	20.618977	25
Bar	Montenegro	42.204042	19.140438	25
Talca	Chile	-35.423244	-71.64848	25
Afikpo	Nigeria	5.889456	7.953838	25
Chiang Mai	Thailand	18.787747	98.993128	25
Nonthaburi	Thailand	13.862113	100.514353	25
Busan	Republic of Korea	35.179554	129.075642	25
Gyeongnam	Republic of Korea	35.4606	128.2132	25
SZCZAWNO ZDROJ	Poland	50.810462	16.247897	25
VELKA IDA	Slovakia	48.597662	21.167395	25
OLAWA	Poland	50.945928	17.292402	25
SIRNAK	Turkey	37.518974	42.453714	25
RZESZOW	Poland	50.041187	21.99912	25
Nan	Thailand	18.775632	100.773042	25
Budapest	Hungary	47.497912	19.040235	25
Pécs	Hungary	46.072735	18.232266	25
PARONA	Italy	45.282497	8.749539	25
Caldas	Colombia	5.29826	-75.247906	25
Petaling Jaya	Malaysia	3.127887	101.594489	25
PULAWY	Poland	51.416443	21.969309	25
Jeju	Republic of Korea	33.499621	126.531188	25
LEGIONOWO	Poland	52.404448	20.94997	25
Pyay-Aunglan	Myanmar	16.792678	96.176174	25
Miaoli	China	24.560159	120.821427	25
ZILINA	Slovakia	49.21945	18.7408	25
OLOMOUC-HEJCIN	Czech Republic	49.60463	17.240275	25
Sousse	Tunisia	35.825603	10.608395	25
GNIEZNO	Poland	52.534925	17.582657	24
Lamphun	Thailand	18.574461	99.008722	24
Songkhla	Thailand	7.1756	100.614347	24
Petah Tikva	Israel	32.084041	34.887762	24
Bongaigaon	India	26.500999	90.535236	24
BUSKO-ZDROJ	Poland	50.470362	20.719176	24
OPAVA	Czech Republic	49.94066	17.894799	24
FROSINONE	Italy	41.639601	13.342634	24
ALFONSINE	Italy	44.505904	12.043067	24
Marrakech	Morocco	31.629472	-7.981084	24
RADOM	Poland	51.402724	21.147133	24
Seoul	Republic of Korea	37.566535	126.977969	24
Ulsan	Republic of Korea	35.538377	129.31136	24
Tanger	Morocco	35.759465	-5.833954	24
UHERSKE HRADISTE	Czech Republic	49.059797	17.49585	24
Lhasa	China	29.652491	91.17211	24
Bogotá	Colombia	4.710989	-74.072092	24
San José	Costa Rica	9.928069	-84.090725	24
MLAWA	Poland	53.112263	20.383721	24
PONTI SUL MINCIO	Italy	45.417292	10.685104	24
SITKOWKA NOWINY	Poland	50.817503	20.54121	24
SIAULIAI	Lithuania	55.934908	23.313682	24
Silao	Mexico	20.952141	-101.428237	24
WALBRZYCH	Poland	50.784009	16.284355	24
OPOLE	Poland	50.675107	17.921298	24
LUBLINIEC	Poland	50.668735	18.684619	24
ZLOTORYJA	Poland	51.125932	15.921385	24
Urdaneta	Philippines	15.975803	120.570693	24
Daegu	Republic of Korea	35.871435	128.601445	24
ZGORZELEC	Poland	51.149636	15.006564	24
Taoyuan	China	28.902503	111.488925	24
SAN BONIFACIO	Italy	45.395371	11.2742	24
AMASYA	Turkey	40.656455	35.837347	24
Nnewi	Nigeria	6.010519	6.910345	24
Bangkok	Thailand	13.756331	100.501765	24
BELSK DUZY	Poland	51.825395	20.809213	23
LODI	Italy	45.309723	9.503716	23
RUZOMBEROK	Slovakia	49.075239	19.3066	23
TREVIGLIO	Italy	45.52115	9.595119	23
Semnan	Iran	35.578797	53.379811	23
Mae Hong Son	Thailand	19.30203	97.965437	23
BERTONICO	Italy	45.2346	9.668788	23
Morogoro	Unit. Rep. of Tanzania	-6.830373	37.670589	23
Modi'in	Israel	31.90912	35.002462	23
PROSTEJOV	Czech Republic	49.472449	17.106751	23
GLOGOW	Poland	51.663585	16.084667	23
Beer Sheva	Israel	31.252973	34.791462	23
BERGAMO	Italy	45.698264	9.67727	23
SANTA GIUSTINA IN COLLE	Italy	45.56278	11.90622	23
TOMESTI	Romania	45.782984	22.310312	23
TRBOVLJE1	Slovenia	46.150356	15.045314	23
Eilat	Israel	29.557669	34.951925	23
PREROV	Czech Republic	49.456479	17.45023	23
Irbid	Jordan	32.545442	35.857153	23
Arad	Israel	31.261447	35.214862	23
TREVISO	Italy	45.666889	12.243044	23
OLESNICA	Poland	51.213435	17.38985	23
VILNIUS	Lithuania	54.687156	25.279651	23
PRESOV	Slovakia	49.001832	21.239312	23
ZLOTY POTOK	Poland	50.706799	19.437583	23
LEGNAGO	Italy	45.193596	11.303213	23
PAVIA	Italy	45.184725	9.158207	23
BUCHAREST	Romania	44.426767	26.102538	23
TAVAZZANO CON VILLAVESCO	Italy	45.329042	9.40352	23
PIACENZA	Italy	45.052621	9.692984	23
TORCHIAROLO	Italy	40.482073	18.053639	23
Phayao	Thailand	19.215437	100.202369	23
Rayong	Thailand	12.707434	101.147352	23
Vere Plains Clarendon	Jamaica	#N/A	#N/A	23
GRUDZIADZ	Poland	53.483749	18.753565	23
BELGRADE	Serbia	44.786568	20.448922	23
Bnei Brak	Israel	32.084932	34.835226	23
GORLICE	Poland	49.654616	21.159632	23
Rengo	Chile	-34.402379	-70.867441	23
SINOP	Turkey	42.027974	35.151725	23
CONEGLIANO	Italy	45.889197	12.300637	23
Ramat Gan	Israel	32.068424	34.824785	23
WAGROWIEC	Poland	52.80848	17.19966	23
FERENTINO	Italy	41.695679	13.257728	23
Nikšic	Montenegro	42.780473	18.956166	23
VERCELLI	Italy	45.320227	8.418573	23
SISAK	Croatia	45.485077	16.373116	23
FELTRE	Italy	46.017851	11.900584	22
BURSA	Turkey	40.188528	29.060964	22
PANTIN	France	48.894533	2.40963	22
ZAMOSC	Poland	50.723088	23.251969	22
LESZNO	Poland	51.841986	16.593754	22
TERNI	Italy	42.563617	12.64266	22
KONIN	Poland	52.223033	18.251073	22
CELJE	Slovenia	46.239749	15.267706	22
KRASNIK	Poland	50.923283	22.226957	22
SARONNO	Italy	45.624249	9.035961	22
SALERNO	Italy	40.682441	14.768096	22
GIURGIU	Romania	43.903708	25.969926	22
TABOR	Czech Republic	49.412989	14.677466	22
Pingtung	China	23.280372	120.492619	22
Puducherry	India	11.91386	79.814472	22
New Taipei	China	25.06221	121.457045	22
PARDUBICE	Czech Republic	50.034309	15.781199	22
ZAGORJE OB SAVI	Slovenia	46.134519	14.994598	22
FRANCAVILLA FONTANA	Italy	40.530498	17.582782	22
Sderot	Israel	31.522694	34.595581	22
BYSTRICANY	Slovakia	48.660432	18.510038	22
RUDNA	Poland	51.51119	16.263731	22
DECIN	Czech Republic	50.772556	14.212761	22
Chungnam	Republic of Korea	36.5184	126.8	22
VENAFRO	Italy	41.481926	14.040231	22
Debrecen	Hungary	47.531605	21.627312	22
FERNO	Italy	45.612477	8.757714	22
KLODZKO	Poland	50.434564	16.661394	22
WSCHOWA	Poland	51.807108	16.316477	22
Haikou	China	20.044002	110.198293	22
Diepkloof	South Africa	-26.244583	27.954189	22
Kollam	India	8.893212	76.61414	22
POLKOWICE	Poland	51.502485	16.062049	22
VARESE	Italy	45.820599	8.825058	22
Sofia	Bulgaria	42.697708	23.321868	22
ZAGREB	Croatia	45.815011	15.981919	22
PLOCK	Poland	52.546345	19.706536	22
LIBEREC	Czech Republic	50.76628	15.054339	22
Podgorica	Montenegro	42.43042	19.259364	22
BADIA POLESINE	Italy	45.093021	11.493056	22
MOST	Czech Republic	50.501555	13.632912	22
Kfar Masarik	Israel	32.891218	35.098414	22
Surat Thani	Thailand	9.138239	99.321748	22
ZLIN	Czech Republic	49.224437	17.662763	22
FIORANO MODENESE	Italy	44.53197	10.828492	22
Hsinchu	China	24.813829	120.96748	22
SANOK	Poland	49.555019	22.206066	22
Daejeon	Republic of Korea	36.350412	127.384548	22
Gwangju	Republic of Korea	35.159545	126.852601	22
Maule	Chile	-35.51636	-71.572395	22
BESENZONE	Italy	44.986566	9.952704	21
TARNOWO PODGORNE	Poland	52.462644	16.673416	21
LUBLIN	Poland	51.246454	22.568446	21
Chitoor	India	13.217176	79.100329	21
VERONA	Italy	45.438384	10.991622	21
HRADEC KRALOVE	Czech Republic	50.210361	15.825211	21
MURSKA SOBOTA	Slovenia	46.658138	16.161029	21
CHELM	Poland	51.143123	23.471199	21
CALUSCO D'ADDA	Italy	45.691107	9.477068	21
PRIEVIDZA	Slovakia	48.774521	18.624538	21
Dunaújváros	Hungary	46.961906	18.935523	21
Tatabánya	Hungary	47.569246	18.404818	21
KONICZYNKA	Poland	53.078615	18.685776	21
DZIERZONIOW	Poland	50.73086	16.656789	21
Ciénaga	Colombia	11.007984	-74.248926	21
Gedera	Israel	31.812301	34.777019	21
PLZEN	Czech Republic	49.738431	13.373637	21
QUARTU SANT'ELENA	Italy	39.241349	9.183646	21
Girardota	Colombia	6.378322	-75.449517	21
Givataim (Tel Aviv)	Israel	32.072176	34.808871	21
Pardes Hana	Israel	32.478418	34.972318	21
BINGOL	Turkey	38.885464	40.496625	21
Sde Yo'av	Israel	31.645723	34.676849	21
ZABKOWICE SLASKIE	Poland	50.589362	16.813242	21
BOTOSANI	Romania	47.740654	26.665813	21
BYDGOSZCZ	Poland	53.12348	18.008438	21
DROBETA TURNU SEVERIN	Romania	44.636923	22.659734	21
ALATRI	Italy	41.725294	13.341204	21
GUASTALLA	Italy	44.921235	10.654396	21
NOVO MESTO	Slovenia	45.801082	15.171009	21
COMO	Italy	45.80806	9.085176	21
Afula	Israel	32.610493	35.287922	21
Ashdod	Israel	31.804381	34.655314	21
TARNOWEK	Poland	51.512118	16.160891	21
Rasht, Guilan	Iran	37.268218	49.589123	21
VSETIN	Czech Republic	49.338925	17.993852	21
ALBA	Italy	44.700915	8.035691	21
OOSTROZEBEKE	Belgium	50.920201	3.334601	21
Bucaramanga	Colombia	7.119349	-73.122742	21
SAREZZO	Italy	45.652168	10.20055	21
MARIBOR	Slovenia	46.55465	15.645881	21
RADZYN PODLASKI	Poland	51.783202	22.621853	21
POZNAN	Poland	52.406374	16.925168	21
SUCEAVA	Romania	47.663452	26.27323	21
ZIELONA GORA	Poland	51.935621	15.506186	20
BIALA PODLASKA	Poland	52.038713	23.144503	20
Szeged	Hungary	46.25301	20.141425	20
CIECHANOW	Poland	52.881484	20.619795	20
VODNANY	Czech Republic	49.147897	14.175131	20
TRNAVA	Slovakia	48.370911	17.583322	20
KLAIPEDA	Lithuania	55.703295	21.144279	20
CLUJ	Romania	46.77121	23.623635	20
Tel Aviv-Yafo	Israel	32.0853	34.781768	20
VINCHIO	Italy	44.808003	8.313616	20
PANEVEZYS	Lithuania	55.734792	24.357477	20
LJUBLJANA	Slovenia	46.056947	14.505751	20
PILA	Poland	53.150967	16.738227	20
ZELZATE	Belgium	51.198711	3.811977	20
OSIJEK	Croatia	45.554962	18.695514	20
BORGOFRANCO SUL PO	Italy	45.041198	11.192445	20
STANKOV	Czech Republic	49.553735	13.06921	20
ZONA FIRIZA	Romania	46.761592	23.563191	20
LITOMERICE	Czech Republic	50.53842	14.130546	20
MIRANDOLA	Italy	44.88636	11.063297	20
PRATO	Italy	43.877705	11.102228	20
SAN ROCCO AL PORTO	Italy	45.083276	9.696073	20
Karmey Yossef	Israel	31.848024	34.921347	20
Jeonnam	Republic of Korea	34.8679	126.991	20
Ra'anana	Israel	32.184781	34.871326	20
Keelung	China	25.1276	121.739181	20
ROUBAIX	France	50.692705	3.177847	20
NAPOLI	Italy	40.851775	14.268124	20
STRAZSKE	Slovakia	48.873165	21.836944	20
ZNOJMO	Czech Republic	48.855911	16.054268	20
BRNO	Czech Republic	49.19506	16.606837	20
ZERJAV	Slovenia	46.486224	14.87032	20
CARPI	Italy	44.783878	10.879663	20
BIALYSTOK	Poland	53.132489	23.16884	20
SULECIN	Poland	52.44387	15.11697	20
San Fernando	Chile	-34.58586	-70.99078	20
NOVI SAD	Serbia	45.267135	19.83355	20
Moscow	Russian Federation	55.755826	37.6173	20
Alajuela	Costa Rica	10.391583	-84.438272	20
NIDZICA	Poland	53.360814	20.427487	20
AVELLINO	Italy	40.914388	14.790612	20
Mexico city	Mexico	19.432608	-99.133208	20
ASTI	Italy	44.900751	8.206426	20
SENICA	Slovakia	48.679865	17.361	20
Nir Israel	Israel	31.692156	34.638071	20
Puebla	Mexico	19.041297	-98.2062	20
KLOSTERNEUBURG	Austria	48.309866	16.323772	20
KEDAINIAI	Lithuania	55.288131	23.957728	20
ZVOLEN	Slovakia	48.576181	19.137115	20
Sopron	Hungary	47.681662	16.58448	20
ZWIJNDRECHT	Belgium	51.216412	4.333591	20
ALBA IULIA	Romania	46.082337	23.569027	20
RIMINI	Italy	44.067829	12.569516	20
IASI	Romania	47.158455	27.601442	20
BLEJOI	Romania	44.989028	26.012698	20
KOSICE	Slovakia	48.716386	21.261075	19
Guadalajara	Mexico	20.659699	-103.349609	19
CIAMPINO	Italy	41.802425	12.602139	19
REGENSBURG	Germany	49.01343	12.101624	19
BUSTO ARSIZIO	Italy	45.611892	8.853127	19
KUTINA	Croatia	45.479281	16.776327	19
Devnia	Bulgaria	43.219738	27.558374	19
LUCCA	Italy	43.837621	10.495061	19
UNGHENI	Romania	46.484071	24.459791	19
COULOMMIERS	France	48.813071	3.083497	19
LE ROBERT	France	45.657669	5.227126	19
Kerman	Iran	30.283938	57.083363	19
TURCENI	Romania	44.674076	23.374199	19
MEDIAS	Romania	46.157283	24.347166	19
BENEVENTO	Italy	41.129761	14.782621	19
Umm al-Fahm	Israel	32.517127	35.148529	19
ESKISEHIR	Turkey	39.766706	30.525631	19
Hassan	India	13.006814	76.099552	19
BASSANO DEL GRAPPA	Italy	45.765729	11.727275	19
COLLEFERRO	Italy	41.727253	13.003784	19
TEPLICE	Czech Republic	50.644458	13.835284	19
Jerusalem	Israel	31.768319	35.21371	19
Kiryat Malahi	Israel	31.730202	34.746996	19
DZIALOSZYN	Poland	51.116656	18.865123	19
OZAROW	Poland	50.88758	21.66654	19
KAUNAS	Lithuania	54.898521	23.903597	19
Nir Galim	Israel	31.82552	34.68254	19
STEYREGG	Austria	48.283524	14.371329	19
MLADA BOLESLAV	Czech Republic	50.413425	14.908438	19
Cartago	Costa Rica	9.75396	-83.677393	19
Talagante	Chile	-33.663747	-70.927394	19
EVERGEM	Belgium	51.109971	3.706722	19
SONDRIO	Italy	46.169858	9.878767	19
WLOCLAWEK	Poland	52.64833	19.067736	19
KASTAMONU	Turkey	41.376625	33.776497	19
Copiapó	Chile	-27.366576	-70.332159	19
NIS	Serbia	43.320902	21.895759	19
Al-Karak	Jordan	31.164806	35.761882	19
CRAIOVA	Romania	44.330179	23.794881	19
WOLFSBERG	Austria	46.8401	14.84277	19
GENT	Belgium	51.054342	3.717424	19
FüRSTENFELD	Austria	47.04795	16.08013	19
Bello	Colombia	6.336729	-75.559589	19
KARLOVY VARY	Czech Republic	50.231852	12.871962	19
BAIA MARE	Romania	47.656739	23.584988	19
EISENSTADT	Austria	47.84637	16.52796	19
ROESELAERE	Belgium	50.949909	3.129447	19
MONTALE	Italy	43.934742	11.017563	19
MADDALONI	Italy	41.036703	14.381239	19
Százhalombatta	Hungary	47.308332	18.909671	19
GRAZ	Austria	47.070714	15.439504	19
Catanduva, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	19
Limeira – Boa Vista, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	19
FERRARA	Italy	44.838124	11.619787	19
FOLIGNO	Italy	42.950868	12.701475	19
WEIZ	Austria	47.21717	15.62297	19
Sabaneta	Colombia	6.150559	-75.61682	19
BRANDYS	Czech Republic	49.762799	15.051998	19
Bramsthan, Flacq	Mauritius	#N/A	#N/A	19
Taipei	China	25.032969	121.565418	19
Fukuoka city	Japan	33.590355	130.401716	19
KRANJ	Slovenia	46.242834	14.355542	19
REGGIO NELL'EMILIA	Italy	44.698993	10.629686	19
SIRET	Romania	47.955267	26.064168	19
ODOLO	Italy	45.646548	10.387561	19
MYSLIBORZ	Poland	52.923719	14.86785	19
REGIÃO METROPOLITANA DE SÃO PAULO	Brazil	-23.547778	-46.635833	19
PRAGUE	Czech Republic	50.075538	14.4378	19
BUZAU	Romania	45.137111	26.817112	19
TURBIGO	Italy	45.532992	8.736665	19
HOBOKEN	Belgium	51.177573	4.34992	19
NOVARA	Italy	45.44693	8.622161	19
MODENA	Italy	44.647128	10.925227	18
CHOMUTOV	Czech Republic	50.463498	13.410737	18
Quito	Ecuador	-0.180653	-78.467838	18
VILLEURBANNE	France	45.771944	4.890171	18
Old Harbour Plains, St. Catherine	Jamaica	#N/A	#N/A	18
LIEPAJA	Latvia	56.504668	21.010806	18
OSTROLEKA	Poland	53.087654	21.559255	18
OSIO SOTTO	Italy	45.620259	9.584231	18
Asunción	Paraguay	-25.26374	-57.575926	18
ASSEMINI	Italy	39.2915	8.997758	18
PUERTO REAL	Spain	36.531649	-6.183195	18
HUMENNE	Slovakia	48.932454	21.907892	18
RAPALLO	Italy	44.349821	9.233889	18
BRATISLAVA	Slovakia	48.148596	17.107748	18
CESKE BUDEJOVICE	Czech Republic	48.975658	14.480255	18
Holon (Tel Aviv)	Israel	32.015833	34.787384	18
Kagoshima city	Japan	31.596553	130.557116	18
FRANKFURT	Germany	50.110922	8.682127	18
HUSI	Romania	46.675864	28.05899	18
BRUSSELS	Belgium	50.85034	4.35171	18
CAIRO MONTENOTTE	Italy	44.400807	8.273246	18
SLATINA	Romania	44.430168	24.37169	18
ANAGNI	Italy	41.745324	13.151364	18
VILVOORDE	Belgium	50.927251	4.425787	18
COLORNO	Italy	44.931881	10.377692	18
USTI NAD LABEM	Czech Republic	50.661116	14.053146	18
GöRLITZ	Germany	51.150627	14.968707	18
JONAVA	Lithuania	55.072724	24.279334	18
PASSY	France	45.923392	6.684919	18
SCHOELCHER	France	14.647867	-61.099545	18
Qazvin	Iran	36.184073	50.067378	18
ARNESANO	Italy	40.33648	18.090654	18
Paulínia, REGIÃO METROPOLITANA DE CAMPINAS	Brazil	-22.909938	-47.062633	18
MENEN	Belgium	50.796292	3.121342	18
AVILES	Spain	43.557952	-5.924665	18
GUAGNANO	Italy	40.401244	17.951444	18
CASERTA	Italy	41.072348	14.331134	18
MAZEIKIAI	Lithuania	56.309244	22.341468	18
GAJEW	Poland	52.228657	19.75575	18
RAVENNA	Italy	44.41836	12.203529	18
Yavne	Israel	31.877958	34.739449	18
WIEN	Austria	48.208174	16.373819	18
Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO	Brazil	-22.810034	-43.406662	18
Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA	Brazil	-23.960833	-46.333889	18
Singapore	Singapore	1.355379	103.867744	18
Manizales	Colombia	5.070275	-75.513817	18
Hernádszurdok	Hungary	48.48169	21.207156	18
Colombo	Brazil	6.927079	79.861243	18
Waterberg	South Africa	-23.974785	28.299435	18
ESSEN	Germany	51.455643	7.011555	18
ZWEVEGEM	Belgium	50.812926	3.332698	18
KWIDZYN	Poland	53.726353	18.932304	18
TOKAT	Turkey	40.323464	36.552193	18
RYCHNOV N. KNEZNOU	Czech Republic	50.165965	16.277684	18
SWIECIE	Poland	53.409384	18.447386	18
Sorocaba, REGIÃO METROPOLITANA DE SOROCABA	Brazil	-23.50153	-47.45256	18
NITRA	Slovakia	48.306141	18.076376	18
MALBORK	Poland	54.036132	19.037976	18
Bayan Lepas	Malaysia	5.294464	100.259327	18
CANTU'	Italy	45.733684	9.13622	18
VIAREGGIO	Italy	43.865727	10.25131	18
MSIDA	Malta	35.895639	14.486888	18
KUTNA HORA	Czech Republic	49.952431	15.268654	18
HALL IN TIROL	Austria	47.280403	11.505848	18
HRASTNIK	Slovenia	46.141729	15.084489	18
Rehovot	Israel	31.892773	34.811272	18
VOGHERA	Italy	44.99166	9.012044	18
AREZZO	Italy	43.463284	11.879634	18
HOEVENEN	Belgium	51.306185	4.40473	18
PLOIESTI	Romania	44.936664	26.012862	18
HASSELT	Belgium	50.93069	5.33248	18
WELS	Austria	48.16542	14.03664	18
HALLEIN	Austria	47.68248	13.10037	18
GELSENKIRCHEN	Germany	51.517744	7.085717	18
SANKT POELTEN	Austria	48.20353	15.63817	18
Chon buri	Thailand	13.361143	100.984672	18
Jicín	Czech Republic	50.435333	15.361044	18
GENK	Belgium	50.96613	5.5021	18
SANTA CROCE SULL'ARNO	Italy	43.710925	10.783619	18
SANKT ANDRä IM LAVANTTAL	Austria	46.71538	14.86618	18
HNUSTA	Slovakia	48.574647	19.953619	18
GROSSENZERSDORF	Austria	48.196914	16.55339	18
PARMA	Italy	44.801485	10.327904	18
ESTE	Italy	45.225491	11.660392	18
Haifa	Israel	32.794046	34.989571	18
Quilpué	Chile	-33.048271	-71.440875	18
REZEKNE	Latvia	56.509922	27.333136	18
VYSKOV	Czech Republic	49.277452	16.996099	18
BRUCK AN DER MUR	Austria	47.40993	15.26861	18
WIDUCHOWA	Poland	53.126879	14.390618	18
PARIS	France	48.856614	2.352222	18
MOLINELLA	Italy	44.62269	11.669638	17
BERENDRECHT	Belgium	51.34287	4.31409	17
Cordeirópolis – Módolo, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	17
Jaboticabal, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	17
LINZ	Austria	48.30694	14.28583	17
Ashkelon	Israel	31.668789	34.574252	17
CASTELLARANO	Italy	44.513251	10.733162	17
BOLOGNA	Italy	44.494887	11.342616	17
Cali	Colombia	3.451647	-76.531985	17
KREMS	Austria	48.40999	15.60384	17
ARAD	Romania	31.261447	35.214862	17
CINTO EUGANEO	Italy	45.276833	11.661913	17
HARTBERG	Austria	47.2815	15.97302	17
ELBLAG	Poland	54.156061	19.40449	17
ENGIS	Belgium	50.583225	5.403714	17
PRIBRAM	Czech Republic	49.685432	13.998945	17
TANVALD	Czech Republic	50.737529	15.307882	17
BANSKA BYSTRICA	Slovakia	48.736277	19.146192	17
Namthu	Myanmar	23.092961	97.397584	17
Bat Hadar	Israel	31.648125	34.597146	17
Karmiel	Israel	32.914671	35.292417	17
BORGO VALSUGANA	Italy	46.052805	11.462605	17
Manila	Philippines	14.599512	120.984219	17
CESKA LIPA	Czech Republic	50.67852	14.539699	17
HIMBERG	Austria	48.07329	16.43847	17
Ajka	Hungary	47.103635	17.551778	17
BORGOSESIA	Italy	45.711075	8.290584	17
CASALE MONFERRATO	Italy	45.131609	8.450503	17
VRANOV NAD TOPLOV	Slovakia	48.890472	21.682524	17
MARTIN	Slovakia	49.061661	18.919023	17
MALACKY	Slovakia	48.43634	17.018264	17
KREFELD	Germany	51.338761	6.585342	17
ANTWERPEN	Belgium	51.219448	4.402464	17
WESEL	Germany	51.664308	6.629568	17
Gvar'am	Israel	31.591461	34.612156	17
SCHWECHAT	Austria	48.140927	16.476378	17
COTTBUS	Germany	51.756311	14.332868	17
DATTELN	Germany	51.646136	7.33483	17
LIMASSOL	Cyprus	34.70713	33.022617	17
CARCARE	Italy	44.358437	8.288549	17
La Linea de la Concepción	Spain	36.168256	-5.349472	17
NICOSIA	Cyprus	35.185566	33.382276	17
DRESDEN	Germany	51.050409	13.737262	17
STEENOKKERZEEL	Belgium	50.90793	4.51349	17
ROMA	Italy	41.902783	12.496366	17
Nairobi	Kenya	-1.292066	36.821946	17
LA MULATIERE	France	45.726843	4.81522	17
COURTENAY	Canada	49.684139	-124.990449	17
MELUN	France	48.542105	2.6554	17
Esztergom	Hungary	47.788395	18.743445	17
LILLE	France	50.62925	3.057256	17
METZ	France	49.119309	6.175716	17
THIONVILLE	France	49.357571	6.168426	17
KöLN	Germany	50.937531	6.960279	17
FELDKIRCH	Austria	47.24128	9.6019	17
ALEXANDRIA	Romania	43.975057	25.328258	17
SAVIGNANO SUL RUBICONE	Italy	44.093683	12.400739	17
SASSUOLO	Italy	44.54433	10.784774	17
GOLDAP	Poland	54.306911	22.303448	17
Fès	Morocco	34.018125	-5.007845	17
STOCKERAU	Austria	48.386109	16.215697	17
LüNEN	Germany	51.610483	7.528507	17
ANGLET	France	43.481402	-1.514699	17
CONTES	France	43.815268	7.31775	17
GRANDE-SYNTHE	France	51.013547	2.302577	17
LE LAMENTIN	France	14.627643	-60.988924	17
PEILLON	France	43.777924	7.382182	17
