city	country	lat	lon	PM25
DESTELBERGEN	Belgium	51.060933	3.797765	17
NIEDERZIER	Germany	50.876613	6.470278	17
Osaka city	Japan	34.693738	135.502165	17
Ceasaria	Israel	32.519016	34.904544	17
ARTVIN	Turkey	41.180937	41.820819	17
Zemer	Israel	32.365684	35.034651	17
BARI	Italy	41.117143	16.871871	17
Riga	Latvia	56.949649	24.105186	17
CENTO	Italy	44.731532	11.290816	17
BOOM	Belgium	51.08608	4.36633	17
CIVITA CASTELLANA	Italy	42.289148	12.414317	17
SLUPSK	Poland	54.464148	17.028482	17
MECHELEN	Belgium	51.025876	4.477536	17
BRUGGE	Belgium	51.209348	3.2247	17
NAUJOJI AKMENE	Lithuania	56.316814	22.903861	17
JIHLAVA	Czech Republic	49.398378	15.587041	17
VELSEN	Netherlands	52.452059	4.630587	17
TRUTNOV	Czech Republic	50.565384	15.909092	17
Beit Shemesh	Israel	31.747041	34.988099	17
RIZE	Turkey	41.025511	40.517666	17
TORUN	Poland	53.01379	18.598444	17
LARNAKA	Cyprus	34.850721	33.483191	17
HüRTH	Germany	50.880593	6.888142	17
NOVA GORICA	Slovenia	45.954976	13.649304	17
Hadera	Israel	32.434046	34.919652	17
Okayama city	Japan	34.655146	133.919502	17
MARSEILLE	France	43.296482	5.36978	17
OSTELLATO	Italy	44.745207	11.94185	16
Americana, REGIÃO METROPOLITANA DE CAMPINAS	Brazil	-22.909938	-47.062633	16
PIATRA NEAMT	Romania	46.929962	26.377979	16
PAFOS	Cyprus	34.772013	32.429737	16
Tivat	Montenegro	42.434981	18.70664	16
SCHIO	Italy	45.717052	11.35977	16
MORBEGNO	Italy	46.135506	9.566075	16
TULLN	Austria	48.331495	16.060737	16
TREBIC	Czech Republic	49.214787	15.879552	16
CERVIA	Italy	44.263549	12.347682	16
LATINA	Italy	41.467567	12.903597	16
WIENER NEUDORF	Austria	48.085396	16.320342	16
SAN LAZZARO DI SAVENA	Italy	44.47292	11.402955	16
GORZOW WLKP.	Poland	52.732529	15.23693	16
BURGHAUSEN	Germany	48.172561	12.831075	16
DEUTSCHLANDSBERG	Austria	46.81595	15.21338	16
Witbank	South Africa	-25.872782	29.255323	16
DORTMUND	Germany	51.513587	7.465298	16
LUXEMBOURG	Luxembourg	49.611621	6.131935	16
Kiryat Ata	Israel	32.809144	35.119773	16
BERLIN	Germany	52.520007	13.404954	16
Santa Ana	Costa Rica	9.926898	-84.183075	16
FIRENZE	Italy	43.76956	11.255814	16
ANTIBES	France	43.580418	7.125102	16
ARLES	France	43.676647	4.627777	16
DIEPPE	France	49.922992	1.077483	16
HANDLOVA	Slovakia	48.729008	18.75987	16
OLSZTYN	Poland	53.778422	20.480119	16
Ermelo	South Africa	-26.512358	29.985616	16
Orlu	Nigeria	5.781231	7.03909	16
BELLUNO	Italy	46.142463	12.216709	16
COSSATO	Italy	45.566837	8.175544	16
OSTRODA	Poland	53.696301	19.964795	16
HEERLEN	Netherlands	50.888174	5.979499	16
NADLAC	Romania	46.168492	20.75651	16
JABLONEC	Czech Republic	50.453155	13.80694	16
SATU MARE	Romania	47.80167	22.857593	16
Narathiwat	Thailand	6.425461	101.825314	16
SEVILLA	Spain	37.389092	-5.984459	16
MIERCUREA CIUC	Romania	46.369557	25.795366	16
TIRANA	Albania	41.327546	19.818698	16
GLASGOW	United Kingdom	55.864237	-4.251806	16
Campinas, REGIÃO METROPOLITANA DE CAMPINAS	Brazil	-22.905833	-47.060833	16
UNNA	Germany	51.542635	7.685311	16
ANSBACH	Germany	49.300425	10.571936	16
MOLFETTA	Italy	41.202777	16.598719	16
SCANDICCI	Italy	43.754217	11.192284	16
São José do Rio Preto, INTERIOR DO ESTADO	Brazil	37.338208	-121.886329	16
FORBACH	France	49.186515	6.895295	16
STRASBOURG	France	48.573405	7.752111	16
Penghu	China	30.677233	121.015142	16
Yilan	China	46.324534	129.567985	16
DUNKERQUE	France	51.034368	2.376776	16
DOUAI	France	50.367874	3.080602	16
SALAISE-SUR-SANNE	France	45.344334	4.817731	16
ANNECY	France	45.899247	6.129384	16
MONTPELLIER	France	43.610769	3.876716	16
MEZE	France	43.425594	3.606834	16
CAPANNORI	Italy	43.841893	10.573325	16
BERN	Switzerland	46.947974	7.447447	16
BORNA	Germany	51.124598	12.492322	16
SAN PANCRAZIO SALENTINO	Italy	40.418531	17.840282	16
BOTTROP	Germany	51.529086	6.944689	16
SANKT VEIT AN DER GLAN	Austria	46.76748	14.36151	16
Senai	Malaysia	1.602031	103.644379	16
SALZBURG	Austria	47.80949	13.05501	16
Nagoya city	Japan	35.181446	136.906398	16
VELENJE	Slovenia	46.362274	15.110658	16
GRANICA	Poland	52.138167	20.804988	16
MOERKERKE	Belgium	51.243057	3.340071	16
EJIDO (EL)	Spain	36.773115	-2.810355	16
REGIÃO METROPOLITANA DO RIO DE JANEIRO	Brazil	-22.810034	-43.406662	16
LYKOVRISI	Greece	#N/A	#N/A	16
GUIDONIA MONTECELIO	Italy	41.993969	12.724504	16
TRAISMAIER	Austria	48.351868	15.741889	16
DUISBURG	Germany	51.434408	6.762329	16
SCUNTHORPE	United Kingdom	53.588646	-0.654413	16
DRUENTO	Italy	45.134645	7.576543	16
GALATINA	Italy	40.175823	18.172476	16
TUCHOLA	Poland	53.58762	17.85955	16
UDINE	Italy	46.071067	13.234579	16
AARSCHOT	Belgium	50.985996	4.836522	16
CARRARA	Italy	44.079324	10.097677	16
INGOLSTADT	Germany	48.766535	11.425754	16
TRENTO	Italy	46.074779	11.121749	16
Valparaíso	Chile	-33.047238	-71.612688	16
Kiryat Tivon	Israel	32.716221	35.127483	16
VALMADRERA	Italy	45.846966	9.359762	16
ZELTWEG	Austria	47.189824	14.752362	16
WIJK AAN ZEE	Netherlands	52.491691	4.593325	16
CIECHOCINEK	Poland	52.879049	18.794815	16
DORDRECHT	Netherlands	51.813298	4.690093	16
KNITTELFELD	Austria	47.21595	14.82719	16
SCHWERTE	Germany	51.444826	7.566831	16
HöCHST	Austria	47.459272	9.635638	16
MESAGNE	Italy	40.557725	17.810177	16
VEURNE	Belgium	51.073159	2.668034	16
Santa Marta	Colombia	11.240355	-74.211023	16
Valledupar	Colombia	10.474245	-73.243633	16
FRANKFURT A. MAIN	Germany	50.110922	8.682127	16
CHATEAUNEUF-LES-MARTIGUES	France	43.38296	5.164636	16
FLORANGE	France	49.321374	6.118282	16
FOS-SUR-MER	France	43.437882	4.945711	16
LA LECHERE	France	45.486932	6.415913	16
NEUVES-MAISONS	France	48.614365	6.106728	16
SCHOENECK	France	49.220507	6.923948	16
NEU-ULM	Germany	48.390604	10.00604	16
Portola,Plumas,CA	United States of America	39.810457	-120.469103	16
ORADEA	Romania	47.046501	21.918944	16
MONS	Belgium	50.454241	3.956659	16
WORMS	Germany	49.634137	8.350718	16
Copacabana	Colombia	6.357621	-75.505078	16
Araçatuba, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	16
Araraquara, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	16
LANDSHUT	Germany	48.544192	12.146853	16
BRINDISI	Italy	40.632728	17.941762	16
SERAING	Belgium	50.583883	5.49963	16
AMSTERDAM	Netherlands	52.370216	4.895168	16
CANGAS DEL NARCEA	Spain	43.177384	-6.54984	16
PISA	Italy	43.722839	10.401689	16
DARMSTADT	Germany	49.872825	8.651193	16
ESCH-SUR-ALZETTE	Luxembourg	49.500881	5.986093	16
IJMUIDEN	Netherlands	52.456954	4.606014	16
SAINT-DENIS	France	48.936181	2.357443	16
VALENCIENNES	France	50.357113	3.518332	16
IMOLA	Italy	44.36	11.712429	15
MüNSTER	Germany	51.960665	7.626135	15
SZCZECIN	Poland	53.428544	14.552812	15
STUTTGART	Germany	48.775846	9.182932	15
ROVERETO	Italy	45.89096	11.04014	15
GORIZIA	Italy	45.940181	13.620175	15
LUZERN	Switzerland	47.050168	8.309307	15
NETTETAL	Germany	51.326279	6.2721	15
BOGATYNIA	Poland	50.90725	14.95615	15
CUNEO	Italy	44.384477	7.542671	15
JEREZ DE LA FRONTERA	Spain	36.685006	-6.126074	15
SAN PIETRO VERNOTICO	Italy	40.487512	17.996729	15
LANDEN	Belgium	50.75534	5.08081	15
CUEVAS DEL ALMANZORA	Spain	37.292245	-1.876084	15
WIESBADEN	Germany	50.078218	8.239761	15
MIERES	Spain	43.249719	-5.778528	15
MANNHEIM	Germany	49.487459	8.466039	15
AUGSBURG	Germany	48.370545	10.89779	15
VöCKLABRUCK	Austria	48.00334	13.65613	15
BAUTZEN	Germany	51.182293	14.423775	15
RIETI	Italy	42.404509	12.856728	15
LEEDS	United Kingdom	53.800755	-1.549077	15
LUDWIGSHAFEN	Germany	49.47741	8.44518	15
EASTBOURNE	United Kingdom	50.768035	0.290472	15
CAMPI SALENTINA	Italy	40.398562	18.015417	15
BARCELONA	Spain	41.385064	2.173403	15
LECCO	Italy	45.85657	9.39767	15
BRASOV	Romania	45.657975	25.601198	15
WETZLAR	Germany	50.55898	8.508165	15
PIOMBINO	Italy	42.925634	10.525889	15
NURAMINIS	Italy	39.441601	9.012723	15
EISENHüTTENSTADT	Germany	52.143662	14.641902	15
PATRA	Greece	38.24664	21.734574	15
Arica	Chile	-18.478253	-70.312599	15
HANAU	Germany	50.126412	8.92831	15
BORKEN	Germany	51.848271	6.859448	15
SPOLETO	Italy	42.741222	12.738521	15
Fresno, CA	United States of America	36.746842	-119.772587	15
Gänserndorf	Austria	48.34067	16.71754	15
KOPER	Slovenia	45.548059	13.730188	15
Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO	Brazil	-22.810034	-43.406662	15
MöDLING	Austria	48.08255	16.2869	15
Elkhart-Goshen, IN	United States of America	41.582272	-85.834438	15
PISTOIA	Italy	43.930348	10.907859	15
CESENA	Italy	44.139644	12.246429	15
ARZBERG	Germany	50.057795	12.189369	15
RETIE	Belgium	51.266966	5.084251	15
Yokohama city	Japan	35.443708	139.638026	15
LAIVES	Italy	46.427114	11.337291	15
FAENZA	Italy	44.289853	11.877409	15
TRIESTE	Italy	45.649526	13.776818	15
SALFORD	United Kingdom	53.487523	-2.290126	15
LONDON	United Kingdom	51.507351	-0.127758	15
SOUTHAMPTON	United Kingdom	50.9097	-1.404351	15
Piracicaba, INTERIOR DO ESTADO	Brazil	-22.734286	-47.648064	15
CAYENNE	France	48.748573	-0.002211	15
Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO	Brazil	-22.810034	-43.406662	15
ECHIROLLES	France	45.142151	5.718034	15
Timaru	New Zealand	-44.396972	171.254973	15
CAPPELLE-LA-GRANDE	France	50.998763	2.374221	15
Gyor	Hungary	47.687457	17.650397	15
Sanya	China	18.252847	109.511909	15
BEAUVAIS	France	49.429539	2.080712	15
CALAIS	France	50.95129	1.858686	15
JONVILLE-EN-WOEVRE	France	49.067266	5.779232	15
CHAMBERY	France	45.564601	5.917781	15
ALBI	France	43.925085	2.148641	15
ATHENS	Greece	37.983917	23.72936	15
LINDAU (BODENSEE)	Germany	47.579782	9.678933	15
LE PONTET	France	43.959149	4.863831	15
MARIGNANE	France	43.421274	5.218332	15
MIRAMAS	France	43.588896	5.002136	15
NOGENT-SUR-OISE	France	49.278948	2.464688	15
QUIMPER	France	47.997542	-4.097899	15
SAINT-REMY-SUR-AVRE	France	48.762494	1.238762	15
TOURCOING	France	50.724993	3.16207	15
SOEST	Germany	51.571148	8.105754	15
LONGFORD	Ireland	53.727556	-7.793109	15
Enugu	Nigeria	6.458366	7.546389	15
Kyoto city	Japan	35.011636	135.768029	15
DESSEL	Belgium	51.23985	5.11269	15
EBENTHAL	Austria	48.436311	16.786103	15
Ílhavo	Portugal	40.602309	-8.672371	15
LUSTENAU	Austria	47.420843	9.659446	15
SPITTAL AN DER DRAU	Austria	46.79968	13.4928	15
DüSSELDORF	Germany	51.227741	6.773456	15
PUERTOLLANO	Spain	38.688446	-4.107888	15
SCHWAZ	Austria	47.3502	11.70584	15
Okinawa city	Japan	26.334427	127.805583	15
Tokyo	Japan	35.709026	139.731992	15
KEMATEN	Austria	47.25573	11.2734	15
MAIRENA DEL ALJARAFE	Spain	37.350923	-6.052036	15
MöNCHENGLADBACH	Germany	51.180457	6.442804	15
SALICETO	Italy	44.413949	8.166825	15
FOGGIA	Italy	41.462198	15.54463	15
RADOMIERZYCE	Poland	51.042113	17.043415	15
ZAANDAM	Netherlands	52.44204	4.829199	15
PLAUEN	Germany	50.497613	12.136868	15
BIEDERMANNSDORF	Austria	48.083241	16.345977	15
FORLI'	Italy	44.22274	12.040731	15
ERFURT	Germany	50.984768	11.02988	15
SCHIEDAM	Netherlands	51.91696	4.398819	15
MüLHEIM	Germany	51.418568	6.884523	15
LIEZEN	Austria	47.56741	14.24315	15
STEYR	Austria	48.05009	14.41827	15
MüNCHEN	Germany	48.135125	11.581981	15
NIJMEGEN	Netherlands	51.812563	5.837226	15
SCHWEDT/ODER	Germany	53.062469	14.273464	15
EINDHOVEN	Netherlands	51.441642	5.469722	15
ARMILLA	Spain	37.143916	-3.625453	15
WEIDEN I.D.OPF.	Germany	49.674364	12.148934	15
CORROY LE GRAND	Belgium	50.66206	4.67458	15
LIENZ	Austria	46.82769	12.76272	15
VADO LIGURE	Italy	44.256061	8.391013	15
Sarród	Hungary	47.631587	16.861341	15
FREIBERG	Germany	50.912828	13.341727	15
WöRGL	Austria	47.48561	12.064947	15
SIERO	Spain	43.391503	-5.660816	15
MORGEX	Italy	45.756439	7.037616	15
ALGAR	Spain	36.658588	-5.654639	15
DESSAU	Germany	51.822244	12.242452	15
Abastumani	Georgia	41.755569	42.831522	15
ROTTERDAM	Netherlands	51.92442	4.477733	15
KEHL	Germany	48.578873	7.816082	15
ULM	Germany	48.401082	9.987608	15
RAUNHEIM	Germany	50.010411	8.452918	15
BREDA	Netherlands	51.571915	4.768323	15
ZIAR NAD HRONOM	Slovakia	48.590501	18.854895	15
CHARLEROI	Belgium	50.410809	4.444643	15
GLAUCHAU	Germany	50.818776	12.545171	15
NüRNBERG	Germany	49.45203	11.07675	15
TRIER	Germany	49.749992	6.637143	15
AOSTA	Italy	45.734955	7.313076	15
MAINZ	Germany	49.992862	8.247253	15
GENEVE	Switzerland	46.204391	6.143158	15
MURCIA	Spain	37.99224	-1.130654	15
LIEGE	Belgium	50.632557	5.579666	15
SULZBACH-ROSENBERG	Germany	49.496964	11.755425	14
BONN	Germany	50.73743	7.098207	14
ZIELONKA	Poland	52.30344	21.160724	14
CAMPOBASSO	Italy	41.560254	14.662716	14
HILVERSUM	Netherlands	52.22917	5.166897	14
ALBACETE	Spain	38.994349	-1.858542	14
INNSBRUCK	Austria	47.269212	11.404102	14
Coquimbo	Chile	-29.959001	-71.338918	14
MOTRIL	Spain	36.748975	-3.518036	14
SZCZECINEK	Poland	53.710071	16.69936	14
FONTECHIARI	Italy	41.668821	13.6755	14
LEOBEN	Austria	47.37639	15.09113	14
BOULOGNE-SUR-MER	France	50.725231	1.613334	14
CAGNES-SUR-MER	France	43.663739	7.14882	14
FEYZIN	France	45.673616	4.859394	14
POINTE-A-PITRE	France	44.079822	1.989462	14
RIEUX	France	47.597764	-2.107032	14
ROUSSILLON	France	43.902293	5.292936	14
SARROLA-CARCOPINO	France	41.999767	8.830763	14
TOURNAI	Belgium	50.605648	3.387934	14
Kuantan	Malaysia	3.763386	103.220183	14
PORT TALBOT	United Kingdom	51.59468	-3.784097	14
BERNBURG	Germany	51.783358	11.753733	14
Araucária	Brazil	-25.586431	-49.405225	14
COMUNA SINANDREI	Romania	45.853399	21.168127	14
PITESTI	Romania	44.85648	24.869182	14
LANGREO	Spain	43.308113	-5.696056	14
ZüRICH	Switzerland	47.376887	8.541694	14
ANNABERG-BUCHHOLZ	Germany	50.578587	13.007584	14
MUGGIA	Italy	45.603154	13.766797	14
REGINA	Canada	50.445211	-104.618894	14
KARLSRUHE	Germany	49.00689	8.403653	14
ALTENBURG	Germany	50.99312	12.436657	14
BIRMINGHAM	United Kingdom	52.486243	-1.890401	14
KOBLENZ	Germany	50.356943	7.588996	14
STANFORD-LE-HOPE	United Kingdom	51.514121	0.42854	14
PERUGIA	Italy	43.110717	12.390828	14
DEN HAAG	Netherlands	52.070498	4.3007	14
GIBRALTAR	United Kingdom	53.100258	0.322098	14
YALOVA	Turkey	40.654895	29.284186	14
SUWALKI	Poland	54.111522	22.930788	14
BARRIOS (LOS)	Spain	43.351149	-8.185424	14
LARISSA	Greece	39.639022	22.419125	14
LUGAGNANO VAL D'ARDA	Italy	44.823488	9.828076	14
BERNHAUSEN	Germany	48.676252	9.224863	14
Buenos Aires	Argentina	-34.603684	-58.381559	14
GERA	Germany	50.885071	12.08072	14
LA SPEZIA	Italy	44.10245	9.824083	14
MOLDOVA NOUA	Romania	44.735184	21.664235	14
LAUSANNE	Switzerland	46.519653	6.632273	14
CHEPSTOW	United Kingdom	51.641856	-2.673804	14
CIVITAVECCHIA	Italy	42.092424	11.795413	14
SCHWANDORF	Germany	49.319888	12.109135	14
HOOFDDORP	Netherlands	52.306085	4.690704	14
BIELEFELD	Germany	52.030228	8.532471	14
BIELLA	Italy	45.562884	8.05834	14
SOLINGEN	Germany	51.170207	7.083141	14
BASEL	Switzerland	47.559599	7.588576	14
HATTINGEN	Germany	51.401812	7.191157	14
VILLACH	Austria	46.60856	13.85062	14
TROSTBERG	Germany	48.025237	12.555258	14
HAMBURG	Germany	53.551085	9.993682	14
Nsukka	Nigeria	6.842942	7.373266	14
Volta Redonda, REGIÃO DO MÉDIO PARAÍBA	Brazil	-7.239961	-36.78195	14
Panama	Panama	9.101178	-79.402864	14
GARDANNE	France	43.452598	5.471736	14
Madera, CA	United States of America	36.961336	-120.060718	14
VIENNE	France	45.525587	4.874339	14
BELLEVILLE-SUR-MEUSE	France	49.174572	5.380236	14
GONESSE	France	48.986463	2.449772	14
SAINT-JEAN-DE-BRAYE	France	47.912048	1.970843	14
BOBIGNY	France	48.908612	2.439712	14
CANNES	France	43.552847	7.017369	14
EPERNAY	France	49.043411	3.956242	14
GENNEVILLIERS	France	48.925525	2.293275	14
LE PETIT-QUEVILLY	France	49.429895	1.054325	14
LYON	France	45.764043	4.835659	14
BESANCON	France	47.237829	6.024054	14
SAN CLEMENTE	Italy	41.062169	14.366098	14
NIMES	France	43.836699	4.360054	14
BOURG-LES-VALENCE	France	44.947037	4.894633	14
Moravia	Costa Rica	10.010133	-84.011454	14
CAMPAGNE-LES-BOULONNAIS	France	50.611291	1.994726	14
SAINTE-SAVINE	France	48.293191	4.056495	14
VALENCE	France	44.933393	4.89236	14
Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO	Brazil	-22.810034	-43.406662	14
APRILIA	Italy	41.594402	12.656031	14
CHATELET	Belgium	50.4061	4.52786	14
BORDEAUX	France	44.837789	-0.57918	14
PORTSMOUTH	United Kingdom	50.819767	-1.087977	14
DORNBIRN	Austria	47.4124	9.74379	14
CHEMNITZ	Germany	50.827845	12.92137	14
Barbosa	Colombia	5.934363	-73.615679	14
CHEB	Czech Republic	50.079533	12.369864	14
Veszprém	Hungary	47.102809	17.909302	14
BEBRA	Germany	50.968884	9.797342	14
NEUBRANDENBURG	Germany	53.567829	13.277927	14
NEUWIED	Germany	50.436187	7.466455	14
PIREAS	Greece	37.942986	23.646983	14
LACES	Italy	46.617706	10.858964	14
LUGANO	Switzerland	46.003678	8.951052	14
KASSEL	Germany	51.312711	9.479746	14
BACAU	Romania	46.567044	26.914575	14
KULMBACH	Germany	50.103928	11.444818	14
WEIL AM RHEIN	Germany	47.593437	7.619812	14
ILLESCAS	Spain	40.126281	-3.84899	14
RATINGEN	Germany	51.296415	6.840184	14
STOKE - ON - TRENT	United Kingdom	53.002668	-2.179404	14
KLAGENFURT	Austria	46.63646	14.312225	14
OVIEDO	Spain	43.361914	-5.849389	14
LEIDEN	Netherlands	52.160114	4.49701	14
South Eastern Manchester	Jamaica	#N/A	#N/A	14
Kuching	Malaysia	1.607681	110.378544	14
POTSDAM	Germany	52.390569	13.064473	14
RIVA DEL GARDA	Italy	45.889198	10.84307	14
OXFORD	United Kingdom	51.752021	-1.257726	14
Jundiaí, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	14
São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE	Brazil	-23.223701	-45.900907	14
TARANTO	Italy	40.464361	17.24703	14
AYTRE	France	46.134424	-1.113732	14
HEMING	France	48.694008	6.965907	14
LES ABYMES	France	47.020191	1.694777	14
MARCQ-EN-BAROEUL	France	50.670368	3.096267	14
PAU	France	43.2951	-0.370797	14
PORT-DE-BOUC	France	43.405449	4.985931	14
PORTES-LES-VALENCE	France	44.875215	4.884814	14
SAINT-FONS	France	45.708874	4.853374	14
SALOME	France	50.538031	2.836113	14
TREMBLAY-EN-FRANCE	France	48.979952	2.557211	14
ENSCHEDE	Netherlands	52.221537	6.893662	14
LIMBURG	Germany	50.398601	8.079578	14
HEIDELBERG	Germany	49.398752	8.672434	14
Kiryat Bialik	Israel	32.832154	35.088407	14
Latacunga	Ecuador	-0.775495	-78.52065	14
RADEBEUL	Germany	51.111565	13.649371	14
KLEINWALLSTADT	Germany	49.872268	9.166776	14
SANTO STEFANO DI MAGRA	Italy	44.161346	9.915649	14
Gifu city	Japan	35.423298	136.760654	14
THURROCK	United Kingdom	51.493456	0.35292	14
WARRINGTON	United Kingdom	53.390044	-2.59695	14
LEVERKUSEN	Germany	51.045925	7.01922	14
WYSZKOW	Poland	52.592852	21.458395	14
HUELVA	Spain	37.261421	-6.944722	14
ARMAGH	United Kingdom	54.35028	-6.652792	14
Albufeira	Portugal	37.089072	-8.24788	14
CARDIFF	United Kingdom	51.481581	-3.17909	14
NICE	France	43.710173	7.261953	14
NANCY	France	48.692054	6.184417	14
SAINT-QUENTIN	France	49.847066	3.2874	14
BUCKOW	Germany	52.568024	14.07355	13
ZEITZ	Germany	51.044327	12.14028	13
SAARLOUIS	Germany	49.313461	6.752286	13
MAASSLUIS	Netherlands	51.922607	4.254566	13
SOKOLOV	Czech Republic	50.174529	12.659892	13
OLBIA	Italy	40.923576	9.496443	13
SAN MARTÍN DEL REY AURELIO	Spain	43.275129	-5.608749	13
COBURG	Germany	50.261209	10.962695	13
ASCHAFFENBURG	Germany	49.980663	9.135555	13
HOEK VAN HOLLAND	Netherlands	51.980632	4.134185	13
Lancaster, PA	United States of America	40.037875	-76.305514	13
RIEDSTADT	Germany	49.843179	8.467169	13
GDANSK	Poland	54.352025	18.646638	13
Manta	Ecuador	-0.967653	-80.70891	13
ISACCEA	Romania	45.265423	28.460727	13
HERSTAL	Belgium	50.66618	5.63289	13
SAARBRüCKEN	Germany	49.240157	6.996933	13
WLADYSLAWOWO	Poland	54.79074	18.403	13
Phuket	Thailand	7.951933	98.338088	13
REIMS	France	49.258329	4.031696	13
MIRANDA DE EBRO	Spain	42.686975	-2.945068	13
WINTERTHUR	Switzerland	47.49882	8.723689	13
BRAY	Ireland	53.200903	-6.111074	13
ALGECIRAS	Spain	36.140759	-5.456233	13
LEUNA	Germany	51.323266	12.024228	13
KEHLHEIM	Germany	48.918412	11.886563	13
IMST	Austria	47.24013	10.73954	13
DRAMMEN	Norway	59.744074	10.204456	13
Bauru, INTERIOR DO ESTADO	Brazil	#N/A	#N/A	13
Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE	Brazil	-30.034647	-51.217658	13
Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE	Brazil	-30.034647	-51.217658	13
DEVA	Romania	45.866257	22.914374	13
SANGüESA/ZANGOZA	Spain	42.574435	-1.283085	13
PFORZHEIM	Germany	48.892186	8.694629	13
PORTOSCUSO	Italy	39.206621	8.379174	13
PALOS DE LA FRONTERA	Spain	37.228894	-6.895426	13
FREDRIKSTAD	Norway	59.220537	10.934701	13
BAD VöSLAU	Austria	47.964817	16.213837	13
NORWICH	United Kingdom	52.630886	1.297355	13
QUILIANO	Italy	44.293441	8.402763	13
MARBURG	Germany	50.802173	8.766793	13
NORDHAUSEN	Germany	51.499079	10.791581	13
Erez	Israel	31.55984	34.564889	13
Stara Zagora	Bulgaria	42.425777	25.634464	13
BRUNBüTTEL	Germany	53.89889	9.133885	13
AMAROUSSIO	Greece	38.054956	23.807655	13
SANPETRU	Romania	45.703429	25.63284	13
WIENER NEUSTADT	Austria	47.80279	16.23318	13
BEVERWIJK	Netherlands	52.486984	4.657447	13
DE RIJP	Netherlands	52.556361	4.846805	13
MONSERRATO	Italy	39.256019	9.145358	13
BRIVE-LA-GAILLARDE	France	45.159555	1.533937	13
FROLOIS	France	48.56409	6.125737	13
GANDRANGE	France	49.272195	6.13531	13
GENAS	France	45.732041	5.001291	13
GRAVELINES	France	50.98707	2.125537	13
HORNAING	France	50.369348	3.337115	13
MATOURY	France	47.850753	3.903146	13
OUTREAU	France	50.706513	1.59255	13
RIVE-DE-GIER	France	45.527692	4.615349	13
ROMANS-SUR-ISERE	France	45.044236	5.052735	13
SAINT-MARTIN-D'HERES	France	45.165133	5.767761	13
TERNAY	France	45.603447	4.809996	13
VOIRON	France	45.362713	5.591349	13
Salé	Morocco	34.033697	-6.770814	13
KAISERSLAUTERN	Germany	49.440066	7.749126	13
DONNAS	Italy	45.60286	7.772361	13
GRONINGEN	Netherlands	53.219383	6.566502	13
MONOPOLI	Italy	40.952517	17.298556	13
OUROL	Spain	43.564569	-7.642286	13
LUDWIGSBURG	Germany	48.894062	9.195464	13
DURANGO	Spain	43.171186	-2.631334	13
FRIEDRICHSHAFEN	Germany	47.661765	9.480011	13
BIANDRATE	United Kingdom	#N/A	#N/A	13
Resende, REGIÃO DO MÉDIO PARAÍBA	Brazil	-7.239961	-36.78195	13
AIX-EN-PROVENCE	France	43.529742	5.447427	13
ROUEN	France	49.443232	1.099971	13
MARMANDE	France	44.500484	0.159869	13
AVIGNON	France	43.949317	4.805528	13
AMIENS	France	49.894067	2.295753	13
BETHUNE	France	50.531036	2.63926	13
VAULX-EN-VELIN	France	45.782029	4.922661	13
VILLEFRANCHE-SUR-SAONE	France	45.991471	4.718821	13
CREIL	France	49.257687	2.478391	13
RAMBOUILLET	France	48.643868	1.829079	13
VITRY-SUR-SEINE	France	48.792001	2.39851	13
BREST	France	48.390394	-4.486076	13
NANTES	France	47.218371	-1.553621	13
MONTBELIARD	France	47.510356	6.798466	13
TALENCE	France	44.802614	-0.588054	13
CHALON-SUR-SAONE	France	46.780764	4.853947	13
LE MANS	France	48.00611	0.199556	13
LEAMINGTON SPA	United Kingdom	52.28519	-1.520079	13
CARTAGENA	Spain	37.625683	-0.996584	13
SAVONA	Italy	44.29756	8.4645	13
Middleburg	South Africa	-31.506809	25.017521	13
KONSTANZ	Germany	47.67795	9.173238	13
NEWPORT	United Kingdom	51.584151	-2.997664	13
Punta Umbría	Spain	37.185259	-6.970498	13
NEUENBURG	Germany	48.846547	8.588548	13
SCHWÃ„BISCH HALL	Germany	#N/A	#N/A	13
UTRECHT	Netherlands	52.090737	5.12142	13
KAPFENBERG	Austria	47.443329	15.279191	13
BLUDENZ	Austria	47.15991	9.80821	13
MEDINA DEL CAMPO	Spain	41.308163	-4.915477	13
Niigata city	Japan	37.916192	139.036413	13
Northern St. Catherine	Jamaica	17.981046	-76.864698	13
WIESLOCH	Germany	49.295371	8.696206	13
BRISTOL	United Kingdom	51.454513	-2.58791	13
WIGAN	United Kingdom	53.545065	-2.632507	13
Yala	Thailand	6.541147	101.280395	13
BOSCO CHIESANUOVA	Italy	45.620138	11.027074	13
JOLANDA DI SAVOIA	Italy	44.88598	11.977181	13
AYIA MARINA	Cyprus	35.049292	33.053577	13
KUFSTEIN	Austria	47.58237	12.16275	13
WöRTH	Germany	49.051442	8.257338	13
